datetime,forecast_demand_smooth,forecast_demand_simulated
2025-01-15 12:00:00,5337.361822369756,5601.915152169445
2025-01-15 13:00:00,5596.032667775786,6205.606364881576
2025-01-15 14:00:00,6141.763267075488,6436.8688585811415
2025-01-15 15:00:00,6998.13917848639,7105.399781830831
2025-01-15 16:00:00,7925.511734154454,7568.902474114022
2025-01-15 17:00:00,8516.76788200207,8122.092059536496
2025-01-15 18:00:00,8667.623722366661,8805.533429826995
2025-01-15 19:00:00,8519.67962825353,8732.086878064865
2025-01-15 20:00:00,8188.254486538679,8581.865470275467
2025-01-15 21:00:00,7859.11086045482,8363.131020635885
2025-01-15 22:00:00,7515.582495143535,8031.514197700772
2025-01-15 23:00:00,7139.735545524871,7624.463653385873
2025-01-16 00:00:00,6775.1737502986725,6976.649929521167
2025-01-16 01:00:00,6427.381427853618,6491.007420169836
2025-01-16 02:00:00,6244.302028190586,6255.1235369248525
2025-01-16 03:00:00,6180.770925893388,6742.220006202683
2025-01-16 04:00:00,6269.362482062652,6987.334224287217
2025-01-16 05:00:00,6379.266055156415,7141.509903869654
2025-01-16 06:00:00,6308.831932356952,7449.152818121847
2025-01-16 07:00:00,6124.671392490891,7292.424880951947
2025-01-16 08:00:00,5710.701245127553,6547.817408787522
2025-01-16 09:00:00,5343.165515393401,5968.460593023966
2025-01-16 10:00:00,5177.727555528245,5762.408175487855
2025-01-16 11:00:00,5170.317924623565,5465.534306843552
2025-01-16 12:00:00,5332.194053300933,5396.216785991317
2025-01-16 13:00:00,5590.614448990414,6095.686936287671
2025-01-16 14:00:00,6135.816666471705,6824.83473340021
2025-01-16 15:00:00,6991.363427113288,7926.743267804404
2025-01-16 16:00:00,7917.838101219064,8660.61351970974
2025-01-16 17:00:00,8508.521829938749,9637.790632847924
2025-01-16 18:00:00,8659.231610706642,10311.63949148183
2025-01-16 19:00:00,8511.430756539357,10528.286405397346
2025-01-16 20:00:00,8180.3265022696705,10776.06494986464
2025-01-16 21:00:00,7851.5015454016375,10452.80190105025
2025-01-16 22:00:00,7508.305779060347,9540.785637725901
2025-01-16 23:00:00,7132.822724289663,8628.417668116923
2025-01-17 00:00:00,6768.613890102614,8230.832743389725
2025-01-17 01:00:00,6421.1582978668275,7982.969366395309
2025-01-17 02:00:00,6238.256157795451,7512.17881429641
2025-01-17 03:00:00,6174.786568259609,7615.9228462417395
2025-01-17 04:00:00,6263.292352051202,7911.384561462732
2025-01-17 05:00:00,6373.0895193508395,8486.929447931174
2025-01-17 06:00:00,6302.723596876964,8659.708288056
2025-01-17 07:00:00,6118.741362980035,8774.8859043514
2025-01-17 08:00:00,5705.172026245023,8660.691367613466
2025-01-17 09:00:00,5337.992150021832,8907.98351784311
2025-01-17 10:00:00,5172.714374959263,8958.143598847104
2025-01-17 11:00:00,5165.311923954048,8896.828061477403
2025-01-17 12:00:00,5327.03131908955,9221.358991193549
2025-01-17 13:00:00,5585.201507826418,9762.848774189544
2025-01-17 14:00:00,6129.875852944869,9541.13056190919
2025-01-17 15:00:00,6984.594261667801,9252.25313925425
2025-01-17 16:00:00,7910.171913688711,9637.791972601712
2025-01-17 17:00:00,8500.283749119997,10448.839504995838
2025-01-17 18:00:00,8650.847610778577,11013.62729167442
