datetime,forecast_demand_trend,forecast_demand_fluctuations
2025-01-13 21:00:00,7874.351597739691,8349.058512815762
2025-01-13 22:00:00,7530.157156452029,7909.562221896152
2025-01-13 23:00:00,7153.581410619903,7386.395585662326
2025-01-14 00:00:00,6788.312779656793,6873.7498388304875
2025-01-14 01:00:00,6439.846083390394,6765.522790761568
2025-01-14 02:00:00,6256.411655958969,6382.1149478665175
2025-01-14 03:00:00,6192.757341555001,6262.127386087877
2025-01-14 04:00:00,6281.5206636904695,6798.4430724806525
2025-01-14 05:00:00,6391.637319427689,6573.938732721282
2025-01-14 06:00:00,6321.0665570986375,6134.907991307216
2025-01-14 07:00:00,6136.548896992506,5826.523263212883
2025-01-14 08:00:00,5721.7759788424455,5780.313851285693
2025-01-14 09:00:00,5353.527511374398,5086.230614123995
2025-01-14 10:00:00,5187.768673589198,4749.136367995593
2025-01-14 11:00:00,5180.344613962816,4755.257259501534
2025-01-14 12:00:00,5342.534686054857,4972.923137368933
2025-01-14 13:00:00,5601.456224657291,5014.995016083278
2025-01-14 14:00:00,6147.715711990998,5310.05362323632
2025-01-14 15:00:00,7004.921566885443,6590.097035492445
2025-01-14 16:00:00,7933.192847149947,7611.235199941404
2025-01-14 17:00:00,8525.021890768381,7514.222424016427
2025-01-14 18:00:00,8676.023929724914,7714.573698551737
2025-01-14 19:00:00,8527.93646019339,7704.708920977365
2025-01-14 20:00:00,8196.190126563697,7626.3449436078645
2025-01-14 21:00:00,7866.727545105126,7192.219196944474
2025-01-14 22:00:00,7522.866277281648,6771.394236686931
2025-01-14 23:00:00,7146.655091056529,6072.919091793339
2025-01-15 00:00:00,6781.740016482792,5376.058118706975
2025-01-15 01:00:00,6433.610651366813,4801.817655281428
2025-01-15 02:00:00,6250.353821784756,5378.202391093764
2025-01-15 03:00:00,6186.761145494077,5664.956835568355
2025-01-15 04:00:00,6275.438551220834,6306.62870795377
2025-01-15 05:00:00,6385.44862514548,7362.426694542165
2025-01-15 06:00:00,6314.94622739298,7261.907824431876
2025-01-15 07:00:00,6130.607210916594,6932.44950217006
2025-01-15 08:00:00,5716.235867885389,6078.54490077123
2025-01-15 09:00:00,5348.343940658622,4879.387779617443
2025-01-15 10:00:00,5182.7456318144905,4373.86336083882
2025-01-15 11:00:00,5175.328803938851,3934.156097537137
2025-01-15 12:00:00,5337.361822369756,3937.318972099033
2025-01-15 13:00:00,5596.032667775786,4095.203056795198
2025-01-15 14:00:00,6141.763267075488,4346.383205866308
2025-01-15 15:00:00,6998.13917848639,4984.988474202988
2025-01-15 16:00:00,7925.511734154454,5824.172267964993
2025-01-15 17:00:00,8516.76788200207,6865.151611391202
2025-01-15 18:00:00,8667.623722366661,7378.821649020174
2025-01-15 19:00:00,8519.67962825353,7177.636277595416
2025-01-15 20:00:00,8188.254486538679,6670.961151427527
2025-01-15 21:00:00,7859.11086045482,6041.256919348994
2025-01-15 22:00:00,7515.582495143535,5833.914084319027
2025-01-15 23:00:00,7139.735545524871,5439.12142862553
2025-01-16 00:00:00,6775.1737502986725,5199.317079742219
2025-01-16 01:00:00,6427.381427853618,4828.16015312203
2025-01-16 02:00:00,6244.302028190586,4933.376849957149
2025-01-16 03:00:00,6180.770925893388,5334.470142682925
2025-01-16 04:00:00,6269.362482062652,6231.52858411263
2025-01-16 05:00:00,6379.266055156415,6714.200642334789
2025-01-16 06:00:00,6308.831932356952,6497.427578024895
2025-01-16 07:00:00,6124.671392490891,6012.359328215026
2025-01-16 08:00:00,5710.701245127553,5671.935511661937
2025-01-16 09:00:00,5343.165515393401,5031.272939482519
2025-01-16 10:00:00,5177.727555528245,4627.174327636667
2025-01-16 11:00:00,5170.317924623565,4196.81239815497
2025-01-16 12:00:00,5332.194053300933,4350.95089516247
2025-01-16 13:00:00,5590.614448990414,4996.593920267038
2025-01-16 14:00:00,6135.816666471705,5853.645308486239
2025-01-16 15:00:00,6991.363427113288,6717.846407404429
2025-01-16 16:00:00,7917.838101219064,7441.7588743835695
2025-01-16 17:00:00,8508.521829938749,8034.301373108869
2025-01-16 18:00:00,8659.231610706642,8572.175978812185
2025-01-16 19:00:00,8511.430756539357,8377.306081094026
2025-01-16 20:00:00,8180.3265022696705,8337.443380515133
2025-01-16 21:00:00,7851.5015454016375,7677.235949826471
2025-01-16 22:00:00,7508.305779060347,7422.727768121013
2025-01-16 23:00:00,7132.822724289663,7096.905556313559
2025-01-17 00:00:00,6768.613890102614,6354.645762506371
2025-01-17 01:00:00,6421.1582978668275,6275.762573735268
2025-01-17 02:00:00,6238.256157795451,6827.554911759506
2025-01-17 03:00:00,6174.786568259609,7269.480035795268
2025-01-17 04:00:00,6263.292352051202,8189.692825832036
2025-01-17 05:00:00,6373.0895193508395,8717.038108837762
2025-01-17 06:00:00,6302.723596876964,8881.210382698613
2025-01-17 07:00:00,6118.741362980035,8542.051128630777
2025-01-17 08:00:00,5705.172026245023,8441.046768491593
2025-01-17 09:00:00,5337.992150021832,8170.918335435285
2025-01-17 10:00:00,5172.714374959263,7394.786626031714
2025-01-17 11:00:00,5165.311923954048,6941.282050686441
2025-01-17 12:00:00,5327.03131908955,6561.646588466514
2025-01-17 13:00:00,5585.201507826418,6864.111310469552
2025-01-17 14:00:00,6129.875852944869,7078.642850595934
2025-01-17 15:00:00,6984.594261667801,8204.873818250517
2025-01-17 16:00:00,7910.171913688711,9395.55268194193
2025-01-17 17:00:00,8500.283749119997,9663.47579934797
2025-01-17 18:00:00,8650.847610778577,9688.788895865346
2025-01-17 19:00:00,8503.189859086855,9525.393159560592
2025-01-17 20:00:00,8172.406183943006,8711.541343970282
2025-01-17 21:00:00,7843.89959599152,7660.495513987431
2025-01-17 22:00:00,7501.036113422907,7411.461195670564
2025-01-17 23:00:00,7125.916605136321,7282.284376624936
2025-01-18 00:00:00,6762.0603988813455,6321.182108407313
2025-01-18 01:00:00,6414.941215871408,5303.553965939273
2025-01-18 02:00:00,6232.216164298261,5387.982479419412
2025-01-18 03:00:00,6168.808027378656,5958.8646178468525
2025-01-18 04:00:00,6257.228119677902,6910.328047380284
2025-01-18 05:00:00,6366.918981268731,7218.315676764974
2025-01-18 06:00:00,6296.621189987996,7472.293954636312
2025-01-18 07:00:00,6112.8170902081065,7016.557788059503
2025-01-18 08:00:00,5699.648177268403,5994.9696554098855
2025-01-18 09:00:00,5332.82381033841,4849.417722954695
2025-01-18 10:00:00,5167.706061739142,4099.489699900009
2025-01-18 11:00:00,5160.31078000697,3473.30716672449
2025-01-18 12:00:00,5321.873594919614,3045.246435064828
2025-01-18 13:00:00,5579.793819058109,3442.021955594094
2025-01-18 14:00:00,6123.94080213273,4110.24901288738
2025-01-18 15:00:00,6977.8316595253,5311.142237112528
2025-01-18 16:00:00,7902.513154384174,6832.42572713869
2025-01-18 17:00:00,8492.053639918951,7247.712930550102
2025-01-18 18:00:00,8642.471723411243,7838.27346284218
2025-01-18 19:00:00,8494.956936083578,8283.9292823964
2025-01-18 20:00:00,8164.493530537354,8648.01977648238
2025-01-18 21:00:00,7836.305006250025,8838.005664635766
2025-01-18 22:00:00,7493.7734882159,9069.463508189512
2025-01-18 23:00:00,7119.017175863968,8988.16778412004
2025-01-19 00:00:00,6755.513259261885,8477.77481798997
2025-01-19 01:00:00,6408.730161595614,7649.2950106160215
2025-01-19 02:00:00,6226.182027254315,7226.413125714509
2025-01-19 03:00:00,6162.8352832378605,7013.329513325862
2025-01-19 04:00:00,6251.169766226698,7134.7140142928065
2025-01-19 05:00:00,6360.754423966842,7148.26967813678
2025-01-19 06:00:00,6290.524696786082,7083.970339699595
2025-01-19 07:00:00,6106.898558937013,6391.645469128221
2025-01-19 08:00:00,5694.129682546231,5378.1432922630365
2025-01-19 09:00:00,5327.660480817939,4529.491278131348
2025-01-19 10:00:00,5162.702602561225,4188.574932853094
2025-01-19 11:00:00,5155.314481824133,3797.267281472795
2025-01-19 12:00:00,5316.720868687384,4501.885396563699
2025-01-19 13:00:00,5574.391370283573,5207.761601999478
2025-01-19 14:00:00,6118.011501632731,5712.857209878376
2025-01-19 15:00:00,6971.075608421406,7091.1714767690155
2025-01-19 16:00:00,7894.861812486895,8636.8212966945
2025-01-19 17:00:00,8483.831497560188,9324.869043258763
2025-01-19 18:00:00,8634.103943907949,10203.609141890794
2025-01-19 19:00:00,8486.731982684923,9981.323168801164
2025-01-19 20:00:00,8156.588536959537,9834.247654636863
2025-01-19 21:00:00,7828.7177694722495,9459.63653768694
2025-01-19 22:00:00,7486.517895462782,9318.511045122144
2025-01-19 23:00:00,7112.124427917867,9015.094746628218
2025-01-20 00:00:00,6748.972461018538,8765.13954748533
2025-01-20 01:00:00,6402.5251239599775,8788.40135795923
2025-01-20 02:00:00,6220.153735626811,9163.99093256152
2025-01-20 03:00:00,6156.868324994195,9281.545375792939
2025-01-20 04:00:00,6245.117281275078,9769.855830352148
2025-01-20 05:00:00,6354.595837604087,9706.569630761336
2025-01-20 06:00:00,6284.434108212473,8717.322808962539
2025-01-20 07:00:00,6100.985760092675,7458.664513455992
2025-01-20 08:00:00,5688.616533092791,6418.44120827805
2025-01-20 09:00:00,5322.502152732561,5701.484510740743
2025-01-20 10:00:00,5157.703989599973,5406.618075739029
2025-01-20 11:00:00,5150.323022438441,5080.079663949222
2025-01-20 12:00:00,5311.573132915766,5358.944340393873
2025-01-20 13:00:00,5568.9941537682525,6305.952370452725
2025-01-20 14:00:00,6112.0879433956925,7082.663151578267
2025-01-20 15:00:00,6964.32609986386,8302.381095069833
2025-01-20 16:00:00,7887.21787949624,9192.961002119833
2025-01-20 17:00:00,8475.617315400448,9789.639962424677
2025-01-20 18:00:00,8625.74426556717,10485.228149195713
2025-01-20 19:00:00,8478.514992220798,10361.487873750882
2025-01-20 20:00:00,8148.691196639978,9801.394355605678
2025-01-20 21:00:00,7821.137878692014,8823.772979391197
2025-01-20 22:00:00,7479.26932793276,8069.543299727944
