SETTLEMENTDATE,REGION,TOTALDEMAND,RRP,PERIODTYPE
2024-12-01 00:00:00,NSW1,7100.34,122.05,TRADE
2024-12-01 00:05:00,NSW1,7020.14,105.61,TRADE
2024-12-01 00:10:00,NSW1,7049.46,104.95,TRADE
2024-12-01 00:15:00,NSW1,6996.36,110.02,TRADE
2024-12-01 00:20:00,NSW1,6924.1,104.5,TRADE
2024-12-01 00:25:00,NSW1,6894.04,104.89,TRADE
2024-12-01 00:30:00,NSW1,6968.97,99.06,TRADE
2024-12-01 00:35:00,NSW1,6814.75,104.89,TRADE
2024-12-01 00:40:00,NSW1,6834.39,119.05,TRADE
2024-12-01 00:45:00,NSW1,6803.91,106.54,TRADE
2024-12-01 00:50:00,NSW1,6781.37,104.97,TRADE
2024-12-01 00:55:00,NSW1,6629.15,110.02,TRADE
2024-12-01 01:00:00,NSW1,6651.32,110.02,TRADE
2024-12-01 01:05:00,NSW1,6624.54,110.02,TRADE
2024-12-01 01:10:00,NSW1,6634.64,110.02,TRADE
2024-12-01 01:15:00,NSW1,6608.8,114.37,TRADE
2024-12-01 01:20:00,NSW1,6596.55,115.17,TRADE
2024-12-01 01:25:00,NSW1,6533.37,110.02,TRADE
2024-12-01 01:30:00,NSW1,6494.44,110.02,TRADE
2024-12-01 01:35:00,NSW1,6472.55,112.57,TRADE
2024-12-01 01:40:00,NSW1,6457.5,148.0,TRADE
2024-12-01 01:45:00,NSW1,6480.73,110.02,TRADE
2024-12-01 01:50:00,NSW1,6422.28,117.08,TRADE
2024-12-01 01:55:00,NSW1,6454.06,108.43,TRADE
2024-12-01 02:00:00,NSW1,6371.04,110.02,TRADE
2024-12-01 02:05:00,NSW1,6420.19,110.02,TRADE
2024-12-01 02:10:00,NSW1,6392.78,104.39,TRADE
2024-12-01 02:15:00,NSW1,6383.8,94.39,TRADE
2024-12-01 02:20:00,NSW1,6312.35,95.08,TRADE
2024-12-01 02:25:00,NSW1,6355.79,103.52,TRADE
2024-12-01 02:30:00,NSW1,6373.46,87.73,TRADE
2024-12-01 02:35:00,NSW1,6370.77,102.62,TRADE
2024-12-01 02:40:00,NSW1,6274.43,100.29,TRADE
2024-12-01 02:45:00,NSW1,6295.89,102.16,TRADE
2024-12-01 02:50:00,NSW1,6299.53,100.42,TRADE
2024-12-01 02:55:00,NSW1,6314.7,102.63,TRADE
2024-12-01 03:00:00,NSW1,6319.36,103.23,TRADE
2024-12-01 03:05:00,NSW1,6198.21,89.12,TRADE
2024-12-01 03:10:00,NSW1,6302.53,110.02,TRADE
2024-12-01 03:15:00,NSW1,6287.89,106.0,TRADE
2024-12-01 03:20:00,NSW1,6293.62,103.19,TRADE
2024-12-01 03:25:00,NSW1,6267.32,102.01,TRADE
2024-12-01 03:30:00,NSW1,6219.78,87.5,TRADE
2024-12-01 03:35:00,NSW1,6217.51,80.0,TRADE
2024-12-01 03:40:00,NSW1,6264.18,87.5,TRADE
2024-12-01 03:45:00,NSW1,6152.53,80.0,TRADE
2024-12-01 03:50:00,NSW1,6251.71,87.5,TRADE
2024-12-01 03:55:00,NSW1,6225.28,87.5,TRADE
2024-12-01 04:00:00,NSW1,6168.6,87.5,TRADE
2024-12-01 04:05:00,NSW1,6245.81,112.78,TRADE
2024-12-01 04:10:00,NSW1,6322.9,114.36,TRADE
2024-12-01 04:15:00,NSW1,6321.72,110.02,TRADE
2024-12-01 04:20:00,NSW1,6277.58,110.02,TRADE
2024-12-01 04:25:00,NSW1,6299.76,110.02,TRADE
2024-12-01 04:30:00,NSW1,6290.16,105.32,TRADE
2024-12-01 04:35:00,NSW1,6234.38,80.0,TRADE
2024-12-01 04:40:00,NSW1,6288.96,80.0,TRADE
2024-12-01 04:45:00,NSW1,6273.95,80.0,TRADE
2024-12-01 04:50:00,NSW1,6239.06,80.0,TRADE
2024-12-01 04:55:00,NSW1,6216.26,80.0,TRADE
2024-12-01 05:00:00,NSW1,6259.81,87.89,TRADE
2024-12-01 05:05:00,NSW1,6209.1,80.0,TRADE
2024-12-01 05:10:00,NSW1,6223.07,80.0,TRADE
2024-12-01 05:15:00,NSW1,6122.09,80.0,TRADE
2024-12-01 05:20:00,NSW1,6219.7,80.0,TRADE
2024-12-01 05:25:00,NSW1,6176.33,83.65,TRADE
2024-12-01 05:30:00,NSW1,6234.86,87.5,TRADE
2024-12-01 05:35:00,NSW1,6182.23,87.5,TRADE
2024-12-01 05:40:00,NSW1,6300.24,81.14,TRADE
2024-12-01 05:45:00,NSW1,6340.03,87.5,TRADE
2024-12-01 05:50:00,NSW1,6186.47,76.0,TRADE
2024-12-01 05:55:00,NSW1,6264.23,78.17,TRADE
2024-12-01 06:00:00,NSW1,6242.24,76.58,TRADE
2024-12-01 06:05:00,NSW1,6217.87,74.26,TRADE
2024-12-01 06:10:00,NSW1,6213.02,56.98,TRADE
2024-12-01 06:15:00,NSW1,6175.3,73.83,TRADE
2024-12-01 06:20:00,NSW1,6206.11,56.98,TRADE
2024-12-01 06:25:00,NSW1,6148.64,80.0,TRADE
2024-12-01 06:30:00,NSW1,6194.4,80.0,TRADE
2024-12-01 06:35:00,NSW1,6016.64,76.72,TRADE
2024-12-01 06:40:00,NSW1,6048.44,80.0,TRADE
2024-12-01 06:45:00,NSW1,5994.9,77.19,TRADE
2024-12-01 06:50:00,NSW1,5960.0,74.52,TRADE
2024-12-01 06:55:00,NSW1,5865.1,76.0,TRADE
2024-12-01 07:00:00,NSW1,5888.64,75.98,TRADE
2024-12-01 07:05:00,NSW1,5823.94,71.93,TRADE
2024-12-01 07:10:00,NSW1,5958.61,76.72,TRADE
2024-12-01 07:15:00,NSW1,5967.08,76.0,TRADE
2024-12-01 07:20:00,NSW1,6007.37,73.76,TRADE
2024-12-01 07:25:00,NSW1,5935.69,56.98,TRADE
2024-12-01 07:30:00,NSW1,6037.35,67.94,TRADE
2024-12-01 07:35:00,NSW1,5910.41,54.42,TRADE
2024-12-01 07:40:00,NSW1,6033.09,76.72,TRADE
2024-12-01 07:45:00,NSW1,5991.57,59.69,TRADE
2024-12-01 07:50:00,NSW1,5923.86,56.98,TRADE
2024-12-01 07:55:00,NSW1,5888.25,56.98,TRADE
2024-12-01 08:00:00,NSW1,5876.49,47.32,TRADE
2024-12-01 08:05:00,NSW1,5828.25,76.72,TRADE
2024-12-01 08:10:00,NSW1,5881.13,97.56,TRADE
2024-12-01 08:15:00,NSW1,5829.31,76.72,TRADE
2024-12-01 08:20:00,NSW1,5817.31,76.0,TRADE
2024-12-01 08:25:00,NSW1,5803.32,57.01,TRADE
2024-12-01 08:30:00,NSW1,5981.02,76.0,TRADE
2024-12-01 08:35:00,NSW1,5996.17,57.52,TRADE
2024-12-01 08:40:00,NSW1,6106.72,76.72,TRADE
2024-12-01 08:45:00,NSW1,6065.66,59.82,TRADE
2024-12-01 08:50:00,NSW1,6148.06,76.0,TRADE
2024-12-01 08:55:00,NSW1,6110.49,56.98,TRADE
2024-12-01 09:00:00,NSW1,6061.37,56.98,TRADE
2024-12-01 09:05:00,NSW1,6033.88,56.98,TRADE
2024-12-01 09:10:00,NSW1,6104.53,46.33,TRADE
2024-12-01 09:15:00,NSW1,6087.22,56.98,TRADE
2024-12-01 09:20:00,NSW1,6100.97,56.98,TRADE
2024-12-01 09:25:00,NSW1,6105.29,56.98,TRADE
2024-12-01 09:30:00,NSW1,6008.8,20.0,TRADE
2024-12-01 09:35:00,NSW1,5775.75,-17.92,TRADE
2024-12-01 09:40:00,NSW1,5729.33,5.74,TRADE
2024-12-01 09:45:00,NSW1,5686.47,44.82,TRADE
2024-12-01 09:50:00,NSW1,5734.94,56.98,TRADE
2024-12-01 09:55:00,NSW1,5721.49,46.06,TRADE
2024-12-01 10:00:00,NSW1,5714.28,45.59,TRADE
2024-12-01 10:05:00,NSW1,5596.33,20.0,TRADE
2024-12-01 10:10:00,NSW1,5765.75,57.01,TRADE
2024-12-01 10:15:00,NSW1,5772.66,47.53,TRADE
2024-12-01 10:20:00,NSW1,5814.97,47.75,TRADE
2024-12-01 10:25:00,NSW1,5922.39,56.98,TRADE
2024-12-01 10:30:00,NSW1,6030.21,58.26,TRADE
2024-12-01 10:35:00,NSW1,6019.94,59.18,TRADE
2024-12-01 10:40:00,NSW1,6198.1,167.84,TRADE
2024-12-01 10:45:00,NSW1,6314.62,78.72,TRADE
2024-12-01 10:50:00,NSW1,6279.34,74.38,TRADE
2024-12-01 10:55:00,NSW1,6225.8,57.01,TRADE
2024-12-01 11:00:00,NSW1,6167.27,49.26,TRADE
2024-12-01 11:05:00,NSW1,6194.96,46.21,TRADE
2024-12-01 11:10:00,NSW1,6155.46,57.01,TRADE
2024-12-01 11:15:00,NSW1,6170.53,57.01,TRADE
2024-12-01 11:20:00,NSW1,6092.25,57.01,TRADE
2024-12-01 11:25:00,NSW1,6164.66,56.98,TRADE
2024-12-01 11:30:00,NSW1,6243.56,57.01,TRADE
2024-12-01 11:35:00,NSW1,6337.39,57.01,TRADE
2024-12-01 11:40:00,NSW1,6383.02,3.36,TRADE
2024-12-01 11:45:00,NSW1,6399.19,57.01,TRADE
2024-12-01 11:50:00,NSW1,6280.11,104.89,TRADE
2024-12-01 11:55:00,NSW1,6438.9,97.04,TRADE
2024-12-01 12:00:00,NSW1,6544.73,104.89,TRADE
2024-12-01 12:05:00,NSW1,6615.68,76.72,TRADE
2024-12-01 12:10:00,NSW1,6836.43,57.01,TRADE
2024-12-01 12:15:00,NSW1,6620.31,-30.0,TRADE
2024-12-01 12:20:00,NSW1,6681.96,57.01,TRADE
2024-12-01 12:25:00,NSW1,6653.8,87.5,TRADE
2024-12-01 12:30:00,NSW1,6659.73,157.54,TRADE
2024-12-01 12:35:00,NSW1,6818.53,194.4,TRADE
2024-12-01 12:40:00,NSW1,6974.41,195.26,TRADE
2024-12-01 12:45:00,NSW1,7172.39,84.38,TRADE
2024-12-01 12:50:00,NSW1,7521.15,105.74,TRADE
2024-12-01 12:55:00,NSW1,7688.99,117.18,TRADE
2024-12-01 13:00:00,NSW1,7840.42,105.74,TRADE
2024-12-01 13:05:00,NSW1,7857.15,104.89,TRADE
2024-12-01 13:10:00,NSW1,7890.78,104.54,TRADE
2024-12-01 13:15:00,NSW1,7867.31,418.35,TRADE
2024-12-01 13:20:00,NSW1,7612.28,187.0,TRADE
2024-12-01 13:25:00,NSW1,7579.57,186.15,TRADE
2024-12-01 13:30:00,NSW1,7400.11,76.0,TRADE
2024-12-01 13:35:00,NSW1,7307.53,76.0,TRADE
2024-12-01 13:40:00,NSW1,7120.45,-19.34,TRADE
2024-12-01 13:45:00,NSW1,7031.88,-24.6,TRADE
2024-12-01 13:50:00,NSW1,6960.05,2.73,TRADE
2024-12-01 13:55:00,NSW1,6938.81,0.0,TRADE
2024-12-01 14:00:00,NSW1,7145.72,45.0,TRADE
2024-12-01 14:05:00,NSW1,7234.2,57.01,TRADE
2024-12-01 14:10:00,NSW1,7265.14,57.01,TRADE
2024-12-01 14:15:00,NSW1,7441.1,57.63,TRADE
2024-12-01 14:20:00,NSW1,7385.09,89.01,TRADE
2024-12-01 14:25:00,NSW1,7493.62,87.5,TRADE
2024-12-01 14:30:00,NSW1,7602.2,135.76,TRADE
2024-12-01 14:35:00,NSW1,7721.41,106.82,TRADE
2024-12-01 14:40:00,NSW1,8031.68,145.96,TRADE
2024-12-01 14:45:00,NSW1,8125.69,103.12,TRADE
2024-12-01 14:50:00,NSW1,8208.78,87.89,TRADE
2024-12-01 14:55:00,NSW1,8236.64,80.0,TRADE
2024-12-01 15:00:00,NSW1,8271.72,141.31,TRADE
2024-12-01 15:05:00,NSW1,8245.13,73.41,TRADE
2024-12-01 15:10:00,NSW1,8019.18,58.7,TRADE
2024-12-01 15:15:00,NSW1,8050.0,76.0,TRADE
2024-12-01 15:20:00,NSW1,8091.59,57.23,TRADE
2024-12-01 15:25:00,NSW1,8064.99,55.26,TRADE
2024-12-01 15:30:00,NSW1,8099.66,56.02,TRADE
2024-12-01 15:35:00,NSW1,7969.47,52.53,TRADE
2024-12-01 15:40:00,NSW1,8050.83,53.2,TRADE
2024-12-01 15:45:00,NSW1,8054.29,52.57,TRADE
2024-12-01 15:50:00,NSW1,8038.69,57.01,TRADE
2024-12-01 15:55:00,NSW1,7910.82,52.17,TRADE
2024-12-01 16:00:00,NSW1,7973.51,53.49,TRADE
2024-12-01 16:05:00,NSW1,7952.38,33.42,TRADE
2024-12-01 16:10:00,NSW1,7840.64,39.38,TRADE
2024-12-01 16:15:00,NSW1,7937.52,41.52,TRADE
2024-12-01 16:20:00,NSW1,7888.21,40.66,TRADE
2024-12-01 16:25:00,NSW1,7889.14,35.18,TRADE
2024-12-01 16:30:00,NSW1,7938.41,45.0,TRADE
2024-12-01 16:35:00,NSW1,8013.28,42.84,TRADE
2024-12-01 16:40:00,NSW1,8110.49,78.87,TRADE
2024-12-01 16:45:00,NSW1,8197.63,82.96,TRADE
2024-12-01 16:50:00,NSW1,8365.26,78.84,TRADE
2024-12-01 16:55:00,NSW1,8445.78,71.29,TRADE
2024-12-01 17:00:00,NSW1,8426.98,92.83,TRADE
2024-12-01 17:05:00,NSW1,8499.79,80.6,TRADE
2024-12-01 17:10:00,NSW1,8558.19,79.43,TRADE
2024-12-01 17:15:00,NSW1,8526.54,96.25,TRADE
2024-12-01 17:20:00,NSW1,8594.16,84.98,TRADE
2024-12-01 17:25:00,NSW1,8601.71,108.19,TRADE
2024-12-01 17:30:00,NSW1,8752.88,172.53,TRADE
2024-12-01 17:35:00,NSW1,8748.65,197.39,TRADE
2024-12-01 17:40:00,NSW1,8767.93,149.17,TRADE
2024-12-01 17:45:00,NSW1,8641.45,234.97,TRADE
2024-12-01 17:50:00,NSW1,8664.47,280.13,TRADE
2024-12-01 17:55:00,NSW1,8642.96,300.03,TRADE
2024-12-01 18:00:00,NSW1,8673.59,360.28,TRADE
2024-12-01 18:05:00,NSW1,8608.11,348.86,TRADE
2024-12-01 18:10:00,NSW1,8637.99,357.32,TRADE
2024-12-01 18:15:00,NSW1,8519.99,307.1,TRADE
2024-12-01 18:20:00,NSW1,8484.22,299.49,TRADE
2024-12-01 18:25:00,NSW1,8397.7,149.96,TRADE
2024-12-01 18:30:00,NSW1,8480.65,269.09,TRADE
2024-12-01 18:35:00,NSW1,8405.77,180.39,TRADE
2024-12-01 18:40:00,NSW1,8522.9,248.33,TRADE
2024-12-01 18:45:00,NSW1,8517.99,191.36,TRADE
2024-12-01 18:50:00,NSW1,8498.15,250.01,TRADE
2024-12-01 18:55:00,NSW1,8461.69,228.99,TRADE
2024-12-01 19:00:00,NSW1,8506.0,207.28,TRADE
2024-12-01 19:05:00,NSW1,8453.89,229.39,TRADE
2024-12-01 19:10:00,NSW1,8498.67,228.45,TRADE
2024-12-01 19:15:00,NSW1,8432.05,206.23,TRADE
2024-12-01 19:20:00,NSW1,8496.93,220.9,TRADE
2024-12-01 19:25:00,NSW1,8447.84,199.5,TRADE
2024-12-01 19:30:00,NSW1,8502.84,200.9,TRADE
2024-12-01 19:35:00,NSW1,8504.9,213.79,TRADE
2024-12-01 19:40:00,NSW1,8486.12,200.9,TRADE
2024-12-01 19:45:00,NSW1,8487.58,198.97,TRADE
2024-12-01 19:50:00,NSW1,8453.23,210.84,TRADE
2024-12-01 19:55:00,NSW1,8432.7,215.11,TRADE
2024-12-01 20:00:00,NSW1,8369.25,211.25,TRADE
2024-12-01 20:05:00,NSW1,8281.59,211.24,TRADE
2024-12-01 20:10:00,NSW1,8243.1,209.31,TRADE
2024-12-01 20:15:00,NSW1,8285.81,200.9,TRADE
2024-12-01 20:20:00,NSW1,8205.28,200.12,TRADE
2024-12-01 20:25:00,NSW1,8162.86,188.02,TRADE
2024-12-01 20:30:00,NSW1,8087.79,189.05,TRADE
2024-12-01 20:35:00,NSW1,8144.06,215.73,TRADE
2024-12-01 20:40:00,NSW1,8128.45,221.76,TRADE
2024-12-01 20:45:00,NSW1,8060.77,219.0,TRADE
2024-12-01 20:50:00,NSW1,7982.77,207.57,TRADE
2024-12-01 20:55:00,NSW1,7895.66,189.25,TRADE
2024-12-01 21:00:00,NSW1,7915.5,209.81,TRADE
2024-12-01 21:05:00,NSW1,7829.56,192.97,TRADE
2024-12-01 21:10:00,NSW1,7900.96,213.95,TRADE
2024-12-01 21:15:00,NSW1,7840.69,216.46,TRADE
2024-12-01 21:20:00,NSW1,7855.37,219.33,TRADE
2024-12-01 21:25:00,NSW1,7840.25,216.9,TRADE
2024-12-01 21:30:00,NSW1,7788.85,217.25,TRADE
2024-12-01 21:35:00,NSW1,7724.72,211.19,TRADE
2024-12-01 21:40:00,NSW1,7752.76,271.24,TRADE
2024-12-01 21:45:00,NSW1,7676.65,222.56,TRADE
2024-12-01 21:50:00,NSW1,7719.23,224.21,TRADE
2024-12-01 21:55:00,NSW1,7631.24,197.06,TRADE
2024-12-01 22:00:00,NSW1,7568.36,176.63,TRADE
2024-12-01 22:05:00,NSW1,7548.91,223.18,TRADE
2024-12-01 22:10:00,NSW1,7510.72,211.19,TRADE
2024-12-01 22:15:00,NSW1,7532.93,219.53,TRADE
2024-12-01 22:20:00,NSW1,7498.11,234.18,TRADE
2024-12-01 22:25:00,NSW1,7454.62,288.76,TRADE
2024-12-01 22:30:00,NSW1,7381.44,259.49,TRADE
2024-12-01 22:35:00,NSW1,7252.95,214.05,TRADE
2024-12-01 22:40:00,NSW1,7278.75,204.87,TRADE
2024-12-01 22:45:00,NSW1,7175.89,173.82,TRADE
2024-12-01 22:50:00,NSW1,7260.61,175.75,TRADE
2024-12-01 22:55:00,NSW1,7159.11,159.58,TRADE
2024-12-01 23:00:00,NSW1,7198.32,157.01,TRADE
2024-12-01 23:05:00,NSW1,7079.84,157.81,TRADE
2024-12-01 23:10:00,NSW1,7213.34,196.65,TRADE
2024-12-01 23:15:00,NSW1,7146.95,194.17,TRADE
2024-12-01 23:20:00,NSW1,7030.81,164.17,TRADE
2024-12-01 23:25:00,NSW1,7072.17,165.41,TRADE
2024-12-01 23:30:00,NSW1,7117.08,193.19,TRADE
2024-12-01 23:35:00,NSW1,7024.43,150.01,TRADE
2024-12-01 23:40:00,NSW1,7105.43,228.02,TRADE
2024-12-01 23:45:00,NSW1,6951.38,150.01,TRADE
2024-12-01 23:50:00,NSW1,6897.15,150.01,TRADE
2024-12-01 23:55:00,NSW1,6957.23,150.01,TRADE
2024-12-02 00:00:00,NSW1,6946.01,150.01,TRADE
2024-12-02 00:05:00,NSW1,6838.12,154.34,TRADE
2024-12-02 00:10:00,NSW1,6861.05,160.78,TRADE
2024-12-02 00:15:00,NSW1,6842.9,144.89,TRADE
2024-12-02 00:20:00,NSW1,6781.36,144.39,TRADE
2024-12-02 00:25:00,NSW1,6761.69,150.01,TRADE
2024-12-02 00:30:00,NSW1,6726.16,143.22,TRADE
2024-12-02 00:35:00,NSW1,6627.77,141.04,TRADE
2024-12-02 00:40:00,NSW1,6627.31,137.08,TRADE
2024-12-02 00:45:00,NSW1,6622.93,136.56,TRADE
2024-12-02 00:50:00,NSW1,6641.03,150.01,TRADE
2024-12-02 00:55:00,NSW1,6501.94,132.24,TRADE
2024-12-02 01:00:00,NSW1,6512.02,113.11,TRADE
2024-12-02 01:05:00,NSW1,6535.11,138.45,TRADE
2024-12-02 01:10:00,NSW1,6539.29,133.6,TRADE
2024-12-02 01:15:00,NSW1,6525.86,113.83,TRADE
2024-12-02 01:20:00,NSW1,6525.55,135.99,TRADE
2024-12-02 01:25:00,NSW1,6413.95,110.02,TRADE
2024-12-02 01:30:00,NSW1,6354.02,111.05,TRADE
2024-12-02 01:35:00,NSW1,6369.74,130.37,TRADE
2024-12-02 01:40:00,NSW1,6350.16,121.13,TRADE
2024-12-02 01:45:00,NSW1,6336.61,110.24,TRADE
2024-12-02 01:50:00,NSW1,6325.56,134.55,TRADE
2024-12-02 01:55:00,NSW1,6369.7,110.38,TRADE
2024-12-02 02:00:00,NSW1,6355.26,110.02,TRADE
2024-12-02 02:05:00,NSW1,6356.66,110.75,TRADE
2024-12-02 02:10:00,NSW1,6314.99,110.02,TRADE
2024-12-02 02:15:00,NSW1,6305.4,110.02,TRADE
2024-12-02 02:20:00,NSW1,6318.3,110.34,TRADE
2024-12-02 02:25:00,NSW1,6311.71,110.77,TRADE
2024-12-02 02:30:00,NSW1,6308.18,110.02,TRADE
2024-12-02 02:35:00,NSW1,6203.3,110.02,TRADE
2024-12-02 02:40:00,NSW1,6377.64,111.46,TRADE
2024-12-02 02:45:00,NSW1,6331.67,110.02,TRADE
2024-12-02 02:50:00,NSW1,6371.86,110.42,TRADE
2024-12-02 02:55:00,NSW1,6313.93,110.18,TRADE
2024-12-02 03:00:00,NSW1,6198.4,108.11,TRADE
2024-12-02 03:05:00,NSW1,6267.31,110.02,TRADE
2024-12-02 03:10:00,NSW1,6311.59,110.02,TRADE
2024-12-02 03:15:00,NSW1,6333.62,110.02,TRADE
2024-12-02 03:20:00,NSW1,6361.09,110.02,TRADE
2024-12-02 03:25:00,NSW1,6285.58,110.02,TRADE
2024-12-02 03:30:00,NSW1,6370.37,110.02,TRADE
2024-12-02 03:35:00,NSW1,6351.93,110.02,TRADE
2024-12-02 03:40:00,NSW1,6382.75,110.02,TRADE
2024-12-02 03:45:00,NSW1,6359.81,109.67,TRADE
2024-12-02 03:50:00,NSW1,6437.41,110.02,TRADE
2024-12-02 03:55:00,NSW1,6373.82,110.02,TRADE
2024-12-02 04:00:00,NSW1,6380.19,109.06,TRADE
2024-12-02 04:05:00,NSW1,6440.52,111.45,TRADE
2024-12-02 04:10:00,NSW1,6533.93,114.22,TRADE
2024-12-02 04:15:00,NSW1,6475.82,114.82,TRADE
2024-12-02 04:20:00,NSW1,6550.7,120.15,TRADE
2024-12-02 04:25:00,NSW1,6601.09,121.11,TRADE
2024-12-02 04:30:00,NSW1,6586.7,121.04,TRADE
2024-12-02 04:35:00,NSW1,6566.87,120.05,TRADE
2024-12-02 04:40:00,NSW1,6645.36,123.48,TRADE
2024-12-02 04:45:00,NSW1,6611.71,119.98,TRADE
2024-12-02 04:50:00,NSW1,6697.35,118.9,TRADE
2024-12-02 04:55:00,NSW1,6721.5,119.9,TRADE
2024-12-02 05:00:00,NSW1,6790.27,121.68,TRADE
2024-12-02 05:05:00,NSW1,6759.59,116.09,TRADE
2024-12-02 05:10:00,NSW1,6819.86,119.81,TRADE
2024-12-02 05:15:00,NSW1,6914.48,128.19,TRADE
2024-12-02 05:20:00,NSW1,6984.39,120.77,TRADE
2024-12-02 05:25:00,NSW1,7002.7,117.85,TRADE
2024-12-02 05:30:00,NSW1,7019.25,107.59,TRADE
2024-12-02 05:35:00,NSW1,7013.13,104.5,TRADE
2024-12-02 05:40:00,NSW1,7014.9,83.25,TRADE
2024-12-02 05:45:00,NSW1,7070.53,82.57,TRADE
2024-12-02 05:50:00,NSW1,7097.33,63.32,TRADE
2024-12-02 05:55:00,NSW1,7093.38,56.03,TRADE
2024-12-02 06:00:00,NSW1,7094.06,56.23,TRADE
2024-12-02 06:05:00,NSW1,7004.88,56.98,TRADE
2024-12-02 06:10:00,NSW1,7069.3,56.98,TRADE
2024-12-02 06:15:00,NSW1,7114.91,57.01,TRADE
2024-12-02 06:20:00,NSW1,7126.85,56.64,TRADE
2024-12-02 06:25:00,NSW1,7220.25,56.17,TRADE
2024-12-02 06:30:00,NSW1,7102.52,34.24,TRADE
2024-12-02 06:35:00,NSW1,7137.9,55.92,TRADE
2024-12-02 06:40:00,NSW1,7006.03,55.65,TRADE
2024-12-02 06:45:00,NSW1,7018.95,17.01,TRADE
2024-12-02 06:50:00,NSW1,7018.87,20.0,TRADE
2024-12-02 06:55:00,NSW1,7083.79,35.88,TRADE
2024-12-02 07:00:00,NSW1,6986.05,12.24,TRADE
2024-12-02 07:05:00,NSW1,6967.13,56.98,TRADE
2024-12-02 07:10:00,NSW1,6975.85,20.0,TRADE
2024-12-02 07:15:00,NSW1,6966.09,35.88,TRADE
2024-12-02 07:20:00,NSW1,6897.56,35.88,TRADE
2024-12-02 07:25:00,NSW1,6871.78,35.88,TRADE
2024-12-02 07:30:00,NSW1,6803.35,35.88,TRADE
2024-12-02 07:35:00,NSW1,6738.91,44.14,TRADE
2024-12-02 07:40:00,NSW1,6592.53,0.22,TRADE
2024-12-02 07:45:00,NSW1,6608.22,20.0,TRADE
2024-12-02 07:50:00,NSW1,6670.81,12.22,TRADE
2024-12-02 07:55:00,NSW1,6531.16,12.58,TRADE
2024-12-02 08:00:00,NSW1,6525.98,1.0,TRADE
2024-12-02 08:05:00,NSW1,6459.13,20.0,TRADE
2024-12-02 08:10:00,NSW1,6472.87,35.88,TRADE
2024-12-02 08:15:00,NSW1,6450.98,38.37,TRADE
2024-12-02 08:20:00,NSW1,6431.72,44.44,TRADE
2024-12-02 08:25:00,NSW1,6363.08,34.99,TRADE
2024-12-02 08:30:00,NSW1,6287.58,34.78,TRADE
2024-12-02 08:35:00,NSW1,6264.26,56.68,TRADE
2024-12-02 08:40:00,NSW1,6261.42,56.98,TRADE
2024-12-02 08:45:00,NSW1,6228.21,64.72,TRADE
2024-12-02 08:50:00,NSW1,6173.01,56.98,TRADE
2024-12-02 08:55:00,NSW1,6099.36,55.46,TRADE
2024-12-02 09:00:00,NSW1,6080.32,55.83,TRADE
2024-12-02 09:05:00,NSW1,6108.8,56.98,TRADE
2024-12-02 09:10:00,NSW1,6306.63,79.74,TRADE
2024-12-02 09:15:00,NSW1,6188.57,57.01,TRADE
2024-12-02 09:20:00,NSW1,6172.83,45.97,TRADE
2024-12-02 09:25:00,NSW1,6178.61,45.55,TRADE
2024-12-02 09:30:00,NSW1,6161.95,45.56,TRADE
2024-12-02 09:35:00,NSW1,6129.61,56.98,TRADE
2024-12-02 09:40:00,NSW1,6123.83,45.48,TRADE
2024-12-02 09:45:00,NSW1,6051.37,48.67,TRADE
2024-12-02 09:50:00,NSW1,6113.03,69.88,TRADE
2024-12-02 09:55:00,NSW1,6112.62,80.27,TRADE
2024-12-02 10:00:00,NSW1,6143.05,62.27,TRADE
2024-12-02 10:05:00,NSW1,6143.78,70.43,TRADE
2024-12-02 10:10:00,NSW1,6155.03,57.18,TRADE
2024-12-02 10:15:00,NSW1,6144.27,56.98,TRADE
2024-12-02 10:20:00,NSW1,6115.11,57.01,TRADE
2024-12-02 10:25:00,NSW1,6166.42,56.98,TRADE
2024-12-02 10:30:00,NSW1,6122.51,62.22,TRADE
2024-12-02 10:35:00,NSW1,6174.2,56.98,TRADE
2024-12-02 10:40:00,NSW1,6175.91,56.98,TRADE
2024-12-02 10:45:00,NSW1,6233.45,68.82,TRADE
2024-12-02 10:50:00,NSW1,6298.96,56.98,TRADE
2024-12-02 10:55:00,NSW1,6323.47,67.12,TRADE
2024-12-02 11:00:00,NSW1,6373.32,95.2,TRADE
2024-12-02 11:05:00,NSW1,6365.55,94.24,TRADE
2024-12-02 11:10:00,NSW1,6522.94,186.42,TRADE
2024-12-02 11:15:00,NSW1,6485.33,435.73,TRADE
2024-12-02 11:20:00,NSW1,6619.21,486.46,TRADE
2024-12-02 11:25:00,NSW1,6619.23,487.73,TRADE
2024-12-02 11:30:00,NSW1,6651.21,1062.2,TRADE
2024-12-02 11:35:00,NSW1,6600.47,467.76,TRADE
2024-12-02 11:40:00,NSW1,6793.08,773.8,TRADE
2024-12-02 11:45:00,NSW1,6858.81,571.32,TRADE
2024-12-02 11:50:00,NSW1,6905.37,477.44,TRADE
2024-12-02 11:55:00,NSW1,6915.82,1120.5,TRADE
2024-12-02 12:00:00,NSW1,7028.78,390.48,TRADE
2024-12-02 12:05:00,NSW1,7108.53,1120.5,TRADE
2024-12-02 12:10:00,NSW1,7047.1,358.53,TRADE
2024-12-02 12:15:00,NSW1,7217.56,1072.66,TRADE
